Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
TGSRTC - 2611,Lahari Non A/C Sleeper Cum Seater,15:30,22:40,07h 10m,504,42 Seats available,"2.8
20",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7904,Super Luxury (Non AC Seater 2+2 Push Back),15:40,22:10,06h 30m,504,31 Seats available,"2.8
14",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 1947,Rajdhani (AC Semi Sleeper 2+2),15:45,22:45,07h 00m,611,29 Seats available,"1.3
11",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7920,Super Luxury (Non AC Seater 2+2 Push Back),16:20,23:50,07h 30m,504,29 Seats available,"3.1
8",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 1135,Lahari Non A/C Sleeper Cum Seater,16:30,00:20,07h 50m,533,42 Seats available,"2.7
11",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 1155,Lahari Non A/C Sleeper Cum Seater,17:30,01:20,07h 50m,533,42 Seats available,"1.6
6",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7936,Super Luxury (Non AC Seater 2+2 Push Back),18:50,02:20,07h 30m,504,31 Seats available,"1.7
8",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7902,Super Luxury (Non AC Seater 2+2 Push Back),19:40,03:10,07h 30m,504,31 Seats available,"4.9
11",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7908,Super Luxury (Non AC Seater 2+2 Push Back),20:30,04:00,07h 30m,504,28 Seats available,"3.6
32",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7906,Lahari Non A/C Sleeper Cum Seater,21:30,05:00,07h 30m,504,43 Seats available,"4.6
76",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7912,Super Luxury (Non AC Seater 2+2 Push Back),21:50,05:20,07h 30m,504,28 Seats available,"3.8
58",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 1966,RAJDHANI (A.C. Semi Sleeper),22:00,05:15,07h 15m,611,36 Seats available,"4.2
45",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7961,LAHARI A/C SLEEPER CUM SEATER,22:30,06:00,07h 30m,611,38 Seats available,"4.1
81",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7914,Super Luxury (Non AC Seater 2+2 Push Back),23:15,06:45,07h 30m,504,27 Seats available,"3.7
49",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
Orange Tours And Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),18:00,23:15,05h 15m,450,19 Seats available,"3.8
304",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
Sahara Tours and Travels,A/C Sleeper (2+1),22:30,04:45,06h 15m,549,13 Seats available,"3.8
181",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
Sahara Tours and Travels,Non AC Seater (2+2),22:00,04:30,06h 30m,399,10 Seats available,"3.9
99",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
Savera Tours and Travels,NON A/C Sleeper (2+1),22:15,05:30,07h 15m,500,7 Seats available,"3.7
126",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
Sahara Tours and Travels,Bharat Benz A/C Seater (2+2),18:00,23:15,05h 15m,300,27 Seats available,"3.4
258",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 1319,LAHARI A/C SLEEPER CUM SEATER,15:20,20:45,05h 25m,548,28 Seats available,"3.1
55",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 1952,LAHARI A/C SLEEPER CUM SEATER,16:20,21:45,05h 25m,548,33 Seats available,"2.7
41",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 6914,Super Luxury (Non AC Seater 2+2 Push Back),16:50,23:05,06h 15m,451,30 Seats available,"3.5
9",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 6631,Super Luxury (Non AC Seater 2+2 Push Back),20:30,03:30,07h 00m,470,29 Seats available,3.7,Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 1224,Deluxe (Non AC Seater 2+2),20:45,04:30,07h 45m,392,37 Seats available,3.7,Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 8925,Super Luxury (Non AC Seater 2+2 Push Back),21:30,04:30,07h 00m,497,32 Seats available,"4.5
10",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 8718,Super Luxury (Non AC Seater 2+2 Push Back),21:45,03:45,06h 00m,451,30 Seats available,"4.3
15",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 8797,RAJDHANI (A.C. Semi Sleeper),21:55,03:55,06h 00m,548,32 Seats available,"2.2
7",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 7646,Super Luxury (Non AC Seater 2+2 Push Back),22:00,04:00,06h 00m,451,18 Seats available,"4.7
14",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 1323,LAHARI A/C SLEEPER CUM SEATER,22:05,03:30,05h 25m,548,31 Seats available,"3.5
27",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 9998,Lahari Non A/C Sleeper Cum Seater,22:10,04:20,06h 10m,451,21 Seats available,"4.4
49",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 8874,Super Luxury (Non AC Seater 2+2 Push Back),22:15,04:20,06h 05m,451,23 Seats available,"4.6
15",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 8935,Super Luxury (Non AC Seater 2+2 Push Back),22:20,04:10,05h 50m,451,19 Seats available,3.7,Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 8734,Super Luxury (Non AC Seater 2+2 Push Back),22:30,05:00,06h 30m,451,25 Seats available,"4.4
18",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 8714,Super Luxury (Non AC Seater 2+2 Push Back),22:45,05:00,06h 15m,451,24 Seats available,3.7,Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
BSR Tours And Travels,A/C Seater / Sleeper (2+1),23:15,06:00,06h 45m,580,17 Seats available,"4.8
99",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
BSR Tours And Travels,A/C Sleeper (2+1),23:30,06:00,06h 30m,780,11 Seats available,"4.6
146",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
SAIRAJ TRAVELS,A/C Sleeper (2+1),23:00,05:30,06h 30m,600,9 Seats available,"4.7
59",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),23:10,05:00,05h 50m,494,16 Seats available,"4.4
61",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:05,05:00,05h 55m,500,16 Seats available,"4.0
55",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 8021,Super Luxury (Non AC Seater 2+2 Push Back),15:15,20:25,05h 10m,429,22 Seats available,"2.4
5",Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8047,Super Luxury (Non AC Seater 2+2 Push Back),15:30,20:50,05h 20m,429,31 Seats available,"2.2
5",Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8030,Super Luxury (Non AC Seater 2+2 Push Back),16:00,21:10,05h 10m,429,31 Seats available,"2.5
6",Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8017,Super Luxury (Non AC Seater 2+2 Push Back),16:15,21:35,05h 20m,429,29 Seats available,"2.3
5",Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8099,Super Luxury (Non AC Seater 2+2 Push Back),16:45,22:05,05h 20m,429,31 Seats available,"1.9
5",Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8092,Super Luxury (Non AC Seater 2+2 Push Back),17:15,22:35,05h 20m,429,31 Seats available,"4.7
9",Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8034,Super Luxury (Non AC Seater 2+2 Push Back),18:00,00:10,06h 10m,429,29 Seats available,"2.6
27",Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8049,Super Luxury (Non AC Seater 2+2 Push Back),18:30,00:55,06h 25m,429,31 Seats available,"2.2
4",Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8180,Super Luxury (Non AC Seater 2+2 Push Back),20:00,01:20,05h 20m,429,31 Seats available,"3.6
13",Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8032,Super Luxury (Non AC Seater 2+2 Push Back),20:30,02:40,06h 10m,429,24 Seats available,"4.5
16",Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8042,Super Luxury (Non AC Seater 2+2 Push Back),21:20,03:35,06h 15m,429,31 Seats available,"3.8
19",Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8053,LAHARI A/C SLEEPER CUM SEATER,21:30,04:00,06h 30m,520,38 Seats available,"4.3
29",Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8040,Super Luxury (Non AC Seater 2+2 Push Back),21:45,04:00,06h 15m,429,31 Seats available,"3.8
20",Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8013,Rajdhani (AC Semi Sleeper 2+2),21:45,04:15,06h 30m,538,31 Seats available,"4.0
6",Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8011,Rajdhani (AC Semi Sleeper 2+2),21:45,03:05,05h 20m,520,31 Seats available,"3.5
22",Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
IPS Bus Service,NON A/C Sleeper (2+2),15:30,20:20,04h 50m,800,40 Seats available,"1.6
8",Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
DNR Express,AC Sleeper (2+1),21:30,02:00,04h 30m,1399,14 Seats available,"3.2
16",Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
APSRTC - 4256,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:45,06h 15m,451,34 Seats available,"3.7
21",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4737,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,02:40,05h 40m,483,14 Seats available,"3.6
22",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4250,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,03:02,05h 47m,483,28 Seats available,"3.8
31",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4620,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,03:30,05h 45m,483,18 Seats available,"3.5
14",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4188,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,03:45,05h 55m,483,18 Seats available,"4.1
20",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4198,INDRA(A.C. Seater),22:00,03:20,05h 20m,585,30 Seats available,"4.3
128",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4252,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:05,04:00,05h 55m,483,14 Seats available,"3.6
49",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4178,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:15,04:16,06h 01m,817,40 Seats available,"4.2
54",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4611,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,04:00,05h 45m,483,9 Seats available,"4.1
51",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4214,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:30,03:05,04h 35m,743,39 Seats available,"3.8
85",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4628,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04:30,06h 00m,483,19 Seats available,"4.1
34",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4212,STAR LINER(NON-AC SLEEPER 2+1),22:40,04:00,05h 20m,626,10 Seats available,"4.2
50",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4154,INDRA(A.C. Seater),22:45,04:25,05h 40m,585,18 Seats available,"4.2
113",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4196,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04:58,05h 58m,483,14 Seats available,"4.0
95",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4622,STAR LINER(NON-AC SLEEPER 2+1),23:30,04:20,04h 50m,626,6 Seats available,"4.2
86",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
NueGo,Electric A/C Seater (2+2),22:15,05:25,07h 10m,404,15 Seats available,"4.0
329",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),22:45,05:10,06h 25m,449,21 Seats available,"4.4
418",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
IntrCity SmartBus,AC Sleeper (2+1),22:55,05:25,06h 30m,739,20 Seats available,"4.6
324",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,05:45,07h 00m,729,11 Seats available,"4.7
412",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
IntrCity SmartBus,AC Sleeper (2+1),22:35,05:10,06h 35m,729,17 Seats available,"4.6
427",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
TGSRTC - 9510,RAJDHANI (A.C. Semi Sleeper),15:30,20:15,04h 45m,476,34 Seats available,"1.6
8",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TGSRTC - 7225,Super Luxury (Non AC Seater 2+2 Push Back),16:00,20:50,04h 50m,392,31 Seats available,"2.4
9",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TGSRTC - 7248,Super Luxury (Non AC Seater 2+2 Push Back),16:30,21:15,04h 45m,392,31 Seats available,"2.5
9",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TGSRTC - 7290,LAHARI A/C SLEEPER CUM SEATER,17:30,21:40,04h 10m,476,33 Seats available,"4.2
21",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TGSRTC - 7100,Super Luxury (Non AC Seater 2+2 Push Back),21:00,02:00,05h 00m,392,31 Seats available,"4.4
23",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TGSRTC - 7266,Super Luxury (Non AC Seater 2+2 Push Back),22:30,03:20,04h 50m,392,27 Seats available,"4.4
27",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TGSRTC - 7190,Super Luxury (Non AC Seater 2+2 Push Back),23:00,03:45,04h 45m,392,25 Seats available,"4.1
21",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TGSRTC - 9512,Rajdhani (AC Semi Sleeper 2+2),23:15,04:15,05h 00m,502,18 Seats available,"3.7
18",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TGSRTC - 7192,Super Luxury (Non AC Seater 2+2 Push Back),23:30,04:20,04h 50m,392,26 Seats available,"4.3
44",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TGSRTC - 9508,Rajdhani (AC Semi Sleeper 2+2),23:45,04:35,04h 50m,476,31 Seats available,"4.4
46",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),16:30,21:55,05h 25m,590,25 Seats available,2.7,Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),17:00,21:40,04h 40m,600,17 Seats available,"2.5
19",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TGSRTC - 40362,Super Luxury (Non AC Seater 2+2 Push Back),16:10,19:30,03h 20m,289,33 Seats available,"4.1
15",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TGSRTC - 40331,Super Luxury (Non AC Seater 2+2 Push Back),16:45,19:45,03h 00m,289,33 Seats available,"3.0
12",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TGSRTC - 40531,Super Luxury (Non AC Seater 2+2 Push Back),17:25,20:25,03h 00m,289,33 Seats available,"3.4
6",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
